nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
        19  2.549690902E-01  2.880701125E-01 -1.815471649E-01  0.000000000E+00  1.093487659E-01 -1.815471649E-01  2.880701125E-01  2.549690902E-01 
        20  2.545118677E-01  2.873440250E-01 -1.815456609E-01  1.428095714E-05  0.000000000E+00 -1.815456609E-01  2.873440250E-01  2.545118677E-01 
        21  2.544733286E-01  2.872828245E-01 -1.815232784E-01  0.000000000E+00 -3.104813766E-05 -1.815232784E-01  2.872828245E-01  2.544733286E-01 
        22  2.544754321E-01  2.872861663E-01 -1.815199659E-01  3.076765396E-06  0.000000000E+00 -1.815199659E-01  2.872861663E-01  2.544754321E-01 
        23  2.544775357E-01  2.872895080E-01 -1.815166534E-01  6.023539650E-06  0.000000000E+00 -1.815166534E-01  2.872895080E-01  2.544775357E-01 
        24  2.544796393E-01  2.872928497E-01 -1.815133409E-01  1.198213601E-05  0.000000000E+00 -1.815133409E-01  2.872928497E-01  2.544796393E-01 
        25  2.549754688E-01  2.880802393E-01 -1.815061057E-01  4.006641598E-03 -1.675082226E-02 -1.815061057E-01  2.880802393E-01  2.549754688E-01 
        26  2.548699107E-01  2.879126119E-01 -1.814949622E-01  6.896451351E-03 -3.338449618E-02 -1.814949622E-01  2.879126119E-01  2.548699107E-01 
        27  2.546233553E-01  2.875210697E-01 -1.814925050E-01  1.586238790E-04 -2.061378278E-05 -1.814925050E-01  2.875210697E-01  2.546233553E-01 
        28  2.546656516E-01  2.875882610E-01 -1.814771489E-01  5.443908038E-04 -3.551470123E-04 -1.814771489E-01  2.875882610E-01  2.546656516E-01 
        29  2.550802231E-01  2.882465422E-01 -1.814634055E-01  0.000000000E+00 -4.355915291E-01 -1.814634055E-01  2.882465422E-01  2.550802231E-01 
        30  2.545317279E-01  2.873755836E-01 -1.814596287E-01  8.433312396E-05 -7.351256790E-06 -1.814596287E-01  2.873755836E-01  2.545317279E-01 
        31  2.549808627E-01  2.880888032E-01 -1.814583235E-01  1.196058849E-02 -9.867279470E-02 -1.814583235E-01  2.880888032E-01  2.549808627E-01 
        32  2.545861035E-01  2.874619204E-01 -1.814552840E-01  2.558605700E-04 -4.547134550E-05 -1.814552840E-01  2.874619204E-01  2.545861035E-01 
        33  2.544662654E-01  2.872716486E-01 -1.814234853E-01  0.000000000E+00  7.347222381E-04 -1.814234853E-01  2.872716486E-01  2.544662654E-01 
        34  2.544696161E-01  2.872769690E-01 -1.814218422E-01  4.148323081E-06  0.000000000E+00 -1.814218422E-01  2.872769690E-01  2.544696161E-01 
        35  2.544729667E-01  2.872822893E-01 -1.814201991E-01  7.693739586E-06  0.000000000E+00 -1.814201991E-01  2.872822893E-01  2.544729667E-01 
        36  2.550853366E-01  2.882546691E-01 -1.814196502E-01  2.398173809E-02 -2.335157730E-02 -1.814196502E-01  2.882546691E-01  2.550853366E-01 
        37  2.544763173E-01  2.872876096E-01 -1.814185560E-01  1.635478299E-05 -9.685002304E-08 -1.814185560E-01  2.872876096E-01  2.544763173E-01 
        38  2.549842339E-01  2.880941559E-01 -1.814025476E-01  2.152449701E-02 -2.641462238E-01 -1.814025476E-01  2.880941559E-01  2.549842339E-01 
        39  2.546239392E-01  2.875220239E-01 -1.813968632E-01  1.148622402E-03 -1.164874158E-03 -1.813968632E-01  2.875220239E-01  2.546239392E-01 
        40  2.548641003E-01  2.879033879E-01 -1.813962673E-01  1.521579262E-02 -1.568394335E-01 -1.813962673E-01  2.879033879E-01  2.548641003E-01 
        41  2.550893938E-01  2.882611204E-01 -1.813671433E-01  7.789072981E-02 -1.198431874E-01 -1.813671433E-01  2.882611204E-01  2.550893938E-01 
        42  2.545668976E-01  2.874314291E-01 -1.813606914E-01  6.596536310E-04 -3.883252026E-04 -1.813606914E-01  2.874314291E-01  2.545668976E-01 
        43  2.545169900E-01  2.873521970E-01 -1.813576088E-01  1.077303530E-04 -9.236146473E-06 -1.813576088E-01  2.873521970E-01  2.545169900E-01 
        44  2.546892105E-01  2.876256740E-01 -1.813520632E-01  4.842163531E-03 -1.847459252E-02 -1.813520632E-01  2.876256740E-01  2.546892105E-01 
        45  2.552462518E-01  2.885102332E-01 -1.813519001E-01  0.000000000E+00 -1.566544128E+00 -1.813519001E-01  2.885102332E-01  2.552462518E-01 
        46  2.544474006E-01  2.872416973E-01 -1.813104004E-01  0.000000000E+00  1.198912298E-03 -1.813104004E-01  2.872416973E-01  2.544474006E-01 
        47  2.544558696E-01  2.872551443E-01 -1.813064070E-01  6.953345624E-06  0.000000000E+00 -1.813064070E-01  2.872551443E-01  2.544558696E-01 
        48  2.550912834E-01  2.882641316E-01 -1.813040606E-01  1.024602583E-01 -1.556341718E-01 -1.813040606E-01  2.882641316E-01  2.550912834E-01 
        49  2.552490339E-01  2.885146434E-01 -1.813027769E-01  5.679479870E-02  0.000000000E+00 -1.813027769E-01  2.885146434E-01  2.552490339E-01 
        50  2.544659630E-01  2.872711703E-01 -1.813009739E-01  1.303380882E-05  0.000000000E+00 -1.813009739E-01  2.872711703E-01  2.544659630E-01 
        51  2.544789376E-01  2.872917715E-01 -1.812964444E-01  3.610005849E-05 -1.096485476E-06 -1.812964444E-01  2.872917715E-01  2.544789376E-01 
        52  2.547980931E-01  2.877985438E-01 -1.812633877E-01  2.227682585E-02 -3.199693823E-01 -1.812633877E-01  2.877985438E-01  2.547980931E-01 
        53  2.553903162E-01  2.887389660E-01 -1.812551618E-01  0.000000000E+00 -2.057332074E+00 -1.812551618E-01  2.887389660E-01  2.553903162E-01 
        54  2.545304461E-01  2.873735477E-01 -1.812517249E-01  8.640618941E-04 -9.942592304E-04 -1.812517249E-01  2.873735477E-01  2.545304461E-01 
        55  2.552501696E-01  2.885164384E-01 -1.812447334E-01  1.950433447E-01  0.000000000E+00 -1.812447334E-01  2.885164384E-01  2.552501696E-01 
        56  2.549332583E-01  2.880132106E-01 -1.812434389E-01  2.508714801E-02 -3.473351915E-01 -1.812434389E-01  2.880132106E-01  2.549332583E-01 
        57  2.546106295E-01  2.875008769E-01 -1.812406863E-01  4.302808396E-03 -1.304959567E-02 -1.812406863E-01  2.875008769E-01  2.546106295E-01 
        58  2.553891010E-01  2.887370395E-01 -1.812099277E-01  4.258586259E-02 -1.910402505E-01 -1.812099277E-01  2.887370395E-01  2.553891010E-01 
        59  2.552485890E-01  2.885139189E-01 -1.811764324E-01  3.643614383E-01  0.000000000E+00 -1.811764324E-01  2.885139189E-01  2.552485890E-01 
        60  2.544236779E-01  2.872039974E-01 -1.811679453E-01  0.000000000E+00  6.297909958E-03 -1.811679453E-01  2.872039974E-01  2.544236779E-01 
        61  2.544366673E-01  2.872246259E-01 -1.811621261E-01  4.143742535E-05  0.000000000E+00 -1.811621261E-01  2.872246259E-01  2.544366673E-01 
        62  2.553858931E-01  2.887319490E-01 -1.811575402E-01  1.358624325E-01 -1.093865515E-01 -1.811575402E-01  2.887319490E-01  2.553858931E-01 
        63  2.547007493E-01  2.876439624E-01 -1.811553459E-01  1.684791537E-02 -1.740444853E-01 -1.811553459E-01  2.876439624E-01  2.547007493E-01 
        64  2.544516451E-01  2.872484121E-01 -1.811548276E-01  7.018507486E-05 -2.887921482E-06 -1.811548276E-01  2.872484121E-01  2.544516451E-01 
        65  2.544695088E-01  2.872767815E-01 -1.811467195E-01  2.280303286E-04 -4.513182407E-05 -1.811467195E-01  2.872767815E-01  2.544695088E-01 
        66  2.554972768E-01  2.889088094E-01 -1.811258197E-01  0.000000000E+00 -3.164088148E+00 -1.811258197E-01  2.889088094E-01  2.554972768E-01 
        67  2.545385175E-01  2.873863646E-01 -1.811065020E-01  3.141652689E-03 -9.096459297E-03 -1.811065020E-01  2.873863646E-01  2.545385175E-01 
        68  2.553798753E-01  2.887223968E-01 -1.810971464E-01  4.360525906E-01  0.000000000E+00 -1.810971464E-01  2.887223968E-01  2.553798753E-01 
        69  2.548760185E-01  2.879223189E-01 -1.810954340E-01  2.958877743E-02 -3.925393998E-01 -1.810954340E-01  2.879223189E-01  2.548760185E-01 
        70  2.554927324E-01  2.889015975E-01 -1.810897747E-01  3.838635895E-02 -8.087512461E-01 -1.810897747E-01  2.889015975E-01  2.554927324E-01 
        71  2.546220487E-01  2.875189894E-01 -1.810579949E-01  1.197276474E-02 -8.482984149E-02 -1.810579949E-01  2.875189894E-01  2.546220487E-01 
        72  2.554861711E-01  2.888911836E-01 -1.810484096E-01  6.870885692E-02 -5.313968532E-01 -1.810484096E-01  2.888911836E-01  2.554861711E-01 
        73  2.555819154E-01  2.890432179E-01 -1.810235083E-01  0.000000000E+00 -3.746534153E+00 -1.810235083E-01  2.890432179E-01  2.555819154E-01 
        74  2.547864936E-01  2.877801508E-01 -1.810220982E-01  3.607947834E-02 -6.874914224E-01 -1.810220982E-01  2.877801508E-01  2.547864936E-01 
        75  2.543963790E-01  2.871606648E-01 -1.810043007E-01  0.000000000E+00  1.084047384E-02 -1.810043007E-01  2.871606648E-01  2.543963790E-01 
        76  2.554769997E-01  2.888766260E-01 -1.810011106E-01  3.491930229E-01  0.000000000E+00 -1.810011106E-01  2.888766260E-01  2.554769997E-01 
        77  2.544102546E-01  2.871826996E-01 -1.809988678E-01  2.035389436E-04  0.000000000E+00 -1.809988678E-01  2.871826996E-01  2.544102546E-01 
        78  2.549841970E-01  2.880940645E-01 -1.809973890E-01  1.209595808E-01 -2.309390997E-01 -1.809973890E-01  2.880940645E-01  2.549841970E-01 
        79  2.555753301E-01  2.890327632E-01 -1.809953519E-01  5.796886528E-02 -1.847577299E+00 -1.809953519E-01  2.890327632E-01  2.555753301E-01 
        80  2.546952804E-01  2.876353210E-01 -1.809924526E-01  2.517203636E-02 -3.490506802E-01 -1.809924526E-01  2.876353210E-01  2.546952804E-01 
        81  2.544266472E-01  2.872087315E-01 -1.809920383E-01  3.134402740E-04 -2.715025143E-06 -1.809920383E-01  2.872087315E-01  2.544266472E-01 
        82  2.544462757E-01  2.872399018E-01 -1.809854512E-01  7.598016702E-04 -3.911719261E-04 -1.809854512E-01  2.872399018E-01  2.544462757E-01 
        83  2.555667906E-01  2.890192055E-01 -1.809634536E-01  7.869298370E-02 -2.702923205E+00 -1.809634536E-01  2.890192055E-01  2.555667906E-01 
        84  2.551491258E-01  2.883559752E-01 -1.809556846E-01  3.374264991E-01  0.000000000E+00 -1.809556846E-01  2.883559752E-01  2.551491258E-01 
        85  2.545507804E-01  2.874058254E-01 -1.809546522E-01  7.658621061E-03 -4.155527833E-02 -1.809546522E-01  2.874058254E-01  2.545507804E-01 
        86  2.548759655E-01  2.879222131E-01 -1.809488738E-01  4.165946117E-02 -9.135528604E-01 -1.809488738E-01  2.879222131E-01  2.548759655E-01 
        87  2.555558796E-01  2.890018827E-01 -1.809273937E-01  1.433602198E-01 -1.281398921E+00 -1.809273937E-01  2.890018827E-01  2.555558796E-01 
        88  2.556289434E-01  2.891178727E-01 -1.809067428E-01  0.000000000E+00 -2.383595152E+00 -1.809067428E-01  2.891178727E-01  2.556289434E-01 
        89  2.552946451E-01  2.885870604E-01 -1.809054843E-01  5.415362641E-01  0.000000000E+00 -1.809054843E-01  2.885870604E-01  2.552946451E-01 
        90  2.546339638E-01  2.875379456E-01 -1.808955800E-01  1.921920809E-02 -1.538735585E-01 -1.808955800E-01  2.875379456E-01  2.546339638E-01 
        91  2.556221608E-01  2.891071057E-01 -1.808871899E-01  5.625328718E-02 -1.799561091E+00 -1.808871899E-01  2.891071057E-01  2.556221608E-01 
        92  2.544139326E-01  2.871885598E-01 -1.808764338E-01  0.000000000E+00  2.711094757E-02 -1.808764338E-01  2.871885598E-01  2.544139326E-01 
        93  2.544270452E-01  2.872093828E-01 -1.808720062E-01  3.165439838E-04 -4.106853380E-05 -1.808720062E-01  2.872093828E-01  2.544270452E-01 
        94  2.545006017E-01  2.873261877E-01 -1.808710988E-01  3.646034242E-03 -9.727041370E-03 -1.808710988E-01  2.873261877E-01  2.545006017E-01 
        95  2.548255026E-01  2.878420949E-01 -1.808672994E-01  5.896476086E-02 -8.616725416E-01 -1.808672994E-01  2.878420949E-01  2.548255026E-01 
        96  2.544427656E-01  2.872343471E-01 -1.808665289E-01  7.808986178E-04 -3.825237382E-04 -1.808665289E-01  2.872343471E-01  2.544427656E-01 
        97  2.556137086E-01  2.890936883E-01 -1.808651848E-01  8.028721922E-02 -3.266603814E+00 -1.808651848E-01  2.890936883E-01  2.556137086E-01 
        98  2.544616378E-01  2.872643168E-01 -1.808613646E-01  1.487501763E-03 -1.471644694E-03 -1.808613646E-01  2.872643168E-01  2.544616378E-01 
        99  2.554178235E-01  2.887826260E-01 -1.808564373E-01  7.216878277E-01  0.000000000E+00 -1.808564373E-01  2.887826260E-01  2.554178235E-01 
       100  2.556032847E-01  2.890771410E-01 -1.808403081E-01  9.622495933E-02 -2.412522229E+00 -1.808403081E-01  2.890771410E-01  2.556032847E-01 
       101  2.547314167E-01  2.876926959E-01 -1.808291823E-01  4.369442160E-02 -2.931776244E-01 -1.808291823E-01  2.876926959E-01  2.547314167E-01 
       102  2.555203804E-01  2.889454867E-01 -1.808280569E-01  4.327021386E-01  0.000000000E+00 -1.808280569E-01  2.889454867E-01  2.555203804E-01 
       103  2.556587756E-01  2.891652584E-01 -1.808256954E-01  0.000000000E+00 -1.111968514E+00 -1.808256954E-01  2.891652584E-01  2.556587756E-01 
       104  2.556523858E-01  2.891551105E-01 -1.808118911E-01  4.654362846E-02 -1.228240364E+00 -1.808118911E-01  2.891551105E-01  2.556523858E-01 
       105  2.545618141E-01  2.874233698E-01 -1.808099430E-01  1.420854505E-02 -1.282226609E-01 -1.808099430E-01  2.874233698E-01  2.545618141E-01 
       106  2.556445736E-01  2.891427036E-01 -1.807959385E-01  7.035375978E-02 -2.503356908E+00 -1.807959385E-01  2.891427036E-01  2.556445736E-01 
       107  2.556349413E-01  2.891274062E-01 -1.807776367E-01  7.961151149E-02 -3.167495760E+00 -1.807776367E-01  2.891274062E-01  2.556349413E-01 
       108  2.549059592E-01  2.879698393E-01 -1.807608378E-01  3.144247654E-01 -4.514356707E-01 -1.807608378E-01  2.879698393E-01  2.549059592E-01 
       109  2.544305325E-01  2.872148752E-01 -1.807557195E-01  0.000000000E+00  5.905006356E-02 -1.807557195E-01  2.872148752E-01  2.544305325E-01 
       110  2.556851506E-01  2.892071605E-01 -1.807540059E-01  0.000000000E+00 -1.902765607E+00 -1.807540059E-01  2.892071605E-01  2.556851506E-01 
       111  2.544447996E-01  2.872375375E-01 -1.807519304E-01  4.784812101E-04 -2.075390315E-04 -1.807519304E-01  2.872375375E-01  2.544447996E-01 
       112  2.544617977E-01  2.872645380E-01 -1.807475688E-01  1.609766123E-03 -1.670954765E-03 -1.807475688E-01  2.872645380E-01  2.544617977E-01 
       113  2.544820483E-01  2.872967049E-01 -1.807437389E-01  4.636620399E-03 -1.427631386E-02 -1.807437389E-01  2.872967049E-01  2.544820483E-01 
       114  2.556770148E-01  2.891942365E-01 -1.807401259E-01  4.317478759E-02 -1.058791368E+00 -1.807401259E-01  2.891942365E-01  2.556770148E-01 
       115  2.546408869E-01  2.875489405E-01 -1.807278341E-01  3.108121499E-02 -2.850314057E-01 -1.807278341E-01  2.875489405E-01  2.546408869E-01 
       116  2.556671399E-01  2.891785502E-01 -1.807243324E-01  6.754117938E-02 -2.310736147E+00 -1.807243324E-01  2.891785502E-01  2.556671399E-01 
       117  2.548072338E-01  2.878130674E-01 -1.807176322E-01  2.338237029E-01  0.000000000E+00 -1.807176322E-01  2.878130674E-01  2.548072338E-01 
       118  2.556551204E-01  2.891594569E-01 -1.807066850E-01  8.162554957E-02 -3.343953391E+00 -1.807066850E-01  2.891594569E-01  2.556551204E-01 
       119  2.555858174E-01  2.890494216E-01 -1.807054871E-01  2.225121619E-01 -1.911538093E+00 -1.807054871E-01  2.890494216E-01  2.555858174E-01 
       120  2.552191249E-01  2.884671378E-01 -1.806794527E-01  4.665000629E-01  0.000000000E+00 -1.806794527E-01  2.884671378E-01  2.552191249E-01 
       121  2.550555229E-01  2.882073416E-01 -1.806725384E-01  5.227376100E-01  0.000000000E+00 -1.806725384E-01  2.882073416E-01  2.550555229E-01 
       122  2.553520805E-01  2.886782535E-01 -1.806701267E-01  6.453158965E-01  0.000000000E+00 -1.806701267E-01  2.886782535E-01  2.553520805E-01 
       123  2.545615383E-01  2.874229249E-01 -1.806662163E-01  1.748298222E-02 -1.977446260E-01 -1.806662163E-01  2.874229249E-01  2.545615383E-01 
       124  2.554818858E-01  2.888843783E-01 -1.806391272E-01  8.139040793E-01  0.000000000E+00 -1.806391272E-01  2.888843783E-01  2.554818858E-01 
       125  2.556935549E-01  2.892205119E-01 -1.806248277E-01  0.000000000E+00 -1.723401528E+00 -1.806248277E-01  2.892205119E-01  2.556935549E-01 
       126  2.544452846E-01  2.872382998E-01 -1.806172878E-01  0.000000000E+00  5.812901698E-02 -1.806172878E-01  2.872382998E-01  2.544452846E-01 
       127  2.544587054E-01  2.872596166E-01 -1.806150571E-01  5.268761446E-04 -1.920065635E-04 -1.806150571E-01  2.872596166E-01  2.544587054E-01 
       128  2.556844064E-01  2.892059767E-01 -1.806140409E-01  5.153979232E-02 -1.511534169E+00 -1.806140409E-01  2.892059767E-01  2.556844064E-01 
       129  2.544744594E-01  2.872846393E-01 -1.806126617E-01  1.547319623E-03 -1.681709142E-03 -1.806126617E-01  2.872846393E-01  2.544744594E-01 
       130  2.544929023E-01  2.873139330E-01 -1.806109474E-01  5.030099981E-03 -1.600129835E-02 -1.806109474E-01  2.873139330E-01  2.544929023E-01 
       131  2.556271708E-01  2.891150569E-01 -1.806060503E-01  7.047124510E-02 -2.662425386E+00 -1.806060503E-01  2.891150569E-01  2.556271708E-01 
       132  2.556733100E-01  2.891883465E-01 -1.806020519E-01  7.777638149E-02 -3.086709655E+00 -1.806020519E-01  2.891883465E-01  2.556733100E-01 
       133  2.556598538E-01  2.891669676E-01 -1.805890710E-01  8.398431656E-02 -3.538597193E+00 -1.805890710E-01  2.891669676E-01  2.556598538E-01 
       134  2.547291219E-01  2.876890600E-01 -1.805860549E-01  1.542380544E-01 -3.749471452E-01 -1.805860549E-01  2.876890600E-01  2.547291219E-01 
       135  2.546265786E-01  2.875262197E-01 -1.805799041E-01  3.420225084E-02 -6.191335578E-01 -1.805799041E-01  2.875262197E-01  2.546265786E-01 
       136  2.548448741E-01  2.878728509E-01 -1.805692762E-01  5.618296034E-01  0.000000000E+00 -1.805692762E-01  2.878728509E-01  2.548448741E-01 
       137  2.549472451E-01  2.880354226E-01 -1.805525273E-01  6.505932619E-01  0.000000000E+00 -1.805525273E-01  2.880354226E-01  2.549472451E-01 
       138  2.555774231E-01  2.890360785E-01 -1.805421635E-01  3.745849361E-01 -4.071181978E-01 -1.805421635E-01  2.890360785E-01  2.555774231E-01 
       139  2.545642174E-01  2.874271770E-01 -1.805251771E-01  1.725579901E-02 -1.812365427E-01 -1.805251771E-01  2.874271770E-01  2.545642174E-01 
       140  2.557014823E-01  2.892330885E-01 -1.805187464E-01  0.000000000E+00 -3.646970731E+00 -1.805187464E-01  2.892330885E-01  2.557014823E-01 
       141  2.556895221E-01  2.892140972E-01 -1.805089360E-01  6.550307844E-02 -2.337464564E+00 -1.805089360E-01  2.892140972E-01  2.556895221E-01 
       142  2.546108334E-01  2.875012125E-01 -1.805029780E-01  3.018104230E-02 -4.671899630E-01 -1.805029780E-01  2.875012125E-01  2.546108334E-01 
       143  2.556749963E-01  2.891910317E-01 -1.804983726E-01  8.221597529E-02 -3.462834358E+00 -1.804983726E-01  2.891910317E-01  2.556749963E-01 
       144  2.552928926E-01  2.885842901E-01 -1.804914419E-01  5.391884804E-01  0.000000000E+00 -1.804914419E-01  2.885842901E-01  2.552928926E-01 
       145  2.556573440E-01  2.891630010E-01 -1.804875526E-01  1.046977455E-01 -1.970127376E+00 -1.804875526E-01  2.891630010E-01  2.556573440E-01 
       146  2.546519292E-01  2.875664508E-01 -1.804718725E-01  3.800783276E-02 -7.461162241E-01 -1.804718725E-01  2.875664508E-01  2.546519292E-01 
       147  2.544613183E-01  2.872637808E-01 -1.804667115E-01  0.000000000E+00  5.382941217E-02 -1.804667115E-01  2.872637808E-01  2.544613183E-01 
       148  2.544730765E-01  2.872824527E-01 -1.804660163E-01  5.833283011E-04 -2.139837390E-04 -1.804660163E-01  2.872824527E-01  2.544730765E-01 
       149  2.545032814E-01  2.873304177E-01 -1.804657506E-01  4.616273889E-03 -1.428935813E-02 -1.804657506E-01  2.873304177E-01  2.545032814E-01 
       150  2.544869484E-01  2.873044812E-01 -1.804655695E-01  1.523453294E-03 -1.487399276E-03 -1.804655695E-01  2.873044812E-01  2.544869484E-01 
       151  2.554041298E-01  2.887609291E-01 -1.804529554E-01  8.432900636E-01  0.000000000E+00 -1.804529554E-01  2.887609291E-01  2.554041298E-01 
       152  2.545998334E-01  2.874837245E-01 -1.804357404E-01  2.363473239E-02 -3.022710996E-01 -1.804357404E-01  2.874837245E-01  2.545998334E-01 
       153  2.555139647E-01  2.889353502E-01 -1.804225167E-01  8.662140509E-01  0.000000000E+00 -1.804225167E-01  2.889353502E-01  2.555139647E-01 
       154  2.547924817E-01  2.877896428E-01 -1.804221421E-01  4.847990103E-01  0.000000000E+00 -1.804221421E-01  2.877896428E-01  2.547924817E-01 
       155  2.545536161E-01  2.874103410E-01 -1.804155709E-01  9.609816103E-03 -5.442688183E-02 -1.804155709E-01  2.874103410E-01  2.545536161E-01 
       156  2.555975324E-01  2.890680420E-01 -1.803942441E-01  4.318633433E-01  0.000000000E+00 -1.803942441E-01  2.890680420E-01  2.555975324E-01 
       157  2.545214579E-01  2.873592901E-01 -1.803937315E-01  4.146217744E-03 -8.980743917E-03 -1.803937315E-01  2.873592901E-01  2.545214579E-01 
       158  2.545073453E-01  2.873368698E-01 -1.803926479E-01  2.161022433E-03 -2.863068237E-03 -1.803926479E-01  2.873368698E-01  2.545073453E-01 
       159  2.544857264E-01  2.873025239E-01 -1.803919971E-01  0.000000000E+00  7.702917116E-02 -1.803919971E-01  2.873025239E-01  2.544857264E-01 
       160  2.544955747E-01  2.873181699E-01 -1.803921039E-01  7.019013199E-04 -3.665294197E-04 -1.803921039E-01  2.873181699E-01  2.544955747E-01 
       161  2.557109892E-01  2.892481685E-01 -1.803917140E-01  0.000000000E+00 -5.553497663E+00 -1.803917140E-01  2.892481685E-01  2.557109892E-01 
       162  2.551684546E-01  2.883866727E-01 -1.803847096E-01  5.606857500E-01  0.000000000E+00 -1.803847096E-01  2.883866727E-01  2.551684546E-01 
       163  2.556943246E-01  2.892217159E-01 -1.803841268E-01  6.656887443E-02 -2.353301914E+00 -1.803841268E-01  2.892217159E-01  2.556943246E-01 
       164  2.550128698E-01  2.881396115E-01 -1.803783923E-01  6.530287933E-01  0.000000000E+00 -1.803783923E-01  2.881396115E-01  2.550128698E-01 
       165  2.547105776E-01  2.876595784E-01 -1.803781042E-01  1.940315251E-01 -2.920727141E-01 -1.803781042E-01  2.876595784E-01  2.547105776E-01 
       166  2.556743829E-01  2.891900609E-01 -1.803769468E-01  7.285373997E-02 -2.153049145E+00 -1.803769468E-01  2.891900609E-01  2.556743829E-01 
       167  2.548848391E-01  2.879363000E-01 -1.803767830E-01  7.312813340E-01  0.000000000E+00 -1.803767830E-01  2.879363000E-01  2.548848391E-01 
       168  2.556506532E-01  2.891523924E-01 -1.803711623E-01  1.652313721E-01 -3.786272673E-01 -1.803711623E-01  2.891523924E-01  2.556506532E-01 
       169  2.545837538E-01  2.874581919E-01 -1.803505313E-01  1.571518941E-02 -1.425767472E-01 -1.803505313E-01  2.874581919E-01  2.545837538E-01 
       170  2.546335830E-01  2.875373350E-01 -1.803493718E-01  5.994267049E-02 -2.916738236E-01 -1.803493718E-01  2.875373350E-01  2.546335830E-01 
       171  2.545486380E-01  2.874024452E-01 -1.803230415E-01  7.979572905E-03 -3.597409568E-02 -1.803230415E-01  2.874024452E-01  2.545486380E-01 
       172  2.545333968E-01  2.873782543E-01 -1.803203338E-01  4.438104730E-03 -1.370155357E-02 -1.803203338E-01  2.873782543E-01  2.545333968E-01 
       173  2.545206846E-01  2.873580771E-01 -1.803185148E-01  1.690244500E-03 -2.460409303E-03 -1.803185148E-01  2.873580771E-01  2.545206846E-01 
       174  2.545100749E-01  2.873412371E-01 -1.803174019E-01  0.000000000E+00  1.565538077E-01 -1.803174019E-01  2.873412371E-01  2.545100749E-01 
       175  2.555583512E-01  2.890058223E-01 -1.802844135E-01  7.112736866E-01  0.000000000E+00 -1.802844135E-01  2.890058223E-01  2.555583512E-01 
       176  2.553188007E-01  2.886254041E-01 -1.802735098E-01  7.712055054E-01  0.000000000E+00 -1.802735098E-01  2.886254041E-01  2.553188007E-01 
